No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
11,当年借方金額０６,当年借方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar06,`SUM(tbg7005m_3.ki_toykar06)` を集計,"前年年度の第06月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
12,当年借方金額０７,当年借方金額０７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar07,`SUM(tbg7005m_3.ki_toykar07)` を集計,"前年年度の第07月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
13,当年借方金額０８,当年借方金額０８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar08,`SUM(tbg7005m_3.ki_toykar08)` を集計,"前年年度の第08月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
14,当年借方金額０９,当年借方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar09,`SUM(tbg7005m_3.ki_toykar09)` を集計,"前年年度の第09月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
15,当年借方金額１０,当年借方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar10,`SUM(tbg7005m_3.ki_toykar10)` を集計,"前年年度の第10月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
16,当年借方金額１１,当年借方金額１１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar11,`SUM(tbg7005m_3.ki_toykar11)` を集計,"前年年度の第11月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
17,当年借方金額１２,当年借方金額１２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar12,`SUM(tbg7005m_3.ki_toykar12)` を集計,"前年年度の第12月次の借方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
18,当年貸方金額０１,当年貸方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas01,`SUM(tbg7005m_3.ki_toykas01)` を集計,"前年年度の第01月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
19,当年貸方金額０２,当年貸方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas02,`SUM(tbg7005m_3.ki_toykas02)` を集計,"前年年度の第02月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
20,当年貸方金額０３,当年貸方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas03,`SUM(tbg7005m_3.ki_toykas03)` を集計,"前年年度の第03月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
21,当年貸方金額０４,当年貸方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas04,`SUM(tbg7005m_3.ki_toykas04)` を集計,"前年年度の第04月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
22,当年貸方金額０５,当年貸方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas05,`SUM(tbg7005m_3.ki_toykas05)` を集計,"前年年度の第05月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
23,当年貸方金額０６,当年貸方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas06,`SUM(tbg7005m_3.ki_toykas06)` を集計,"前年年度の第06月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
24,当年貸方金額０７,当年貸方金額０７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas07,`SUM(tbg7005m_3.ki_toykas07)` を集計,"前年年度の第07月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
25,当年貸方金額０８,当年貸方金額０８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas08,`SUM(tbg7005m_3.ki_toykas08)` を集計,"前年年度の第08月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
26,当年貸方金額０９,当年貸方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas09,`SUM(tbg7005m_3.ki_toykas09)` を集計,"前年年度の第09月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
27,当年貸方金額１０,当年貸方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas10,`SUM(tbg7005m_3.ki_toykas10)` を集計,"前年年度の第10月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
28,当年貸方金額１１,当年貸方金額１１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas11,`SUM(tbg7005m_3.ki_toykas11)` を集計,"前年年度の第11月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
29,当年貸方金額１２,当年貸方金額１２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas12,`SUM(tbg7005m_3.ki_toykas12)` を集計,"前年年度の第12月次の貸方金額合計。対象は `nu_yyyy = YEAR(MONTHS_SUB(FROM_UTC_TIMESTAMP(UTC_TIMESTAMP(), 'JST'), 4)) - 1`、かつ `cd_kanjyou = '10402  '` のデータ。"
