No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
11,受注計上日,受注計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,dd_jucyuke,CAST(tbba001g.dd_jucyuke AS DATE) を設定。,DDL上はSTRINGだが、CTASではDATE型として推論される可能性あり。売上登録日 dd_uritrkkj がNULL、取消日 dd_torikesi がNULL、受注計上日 dd_jucyuke がNOT NULLの受注が対象。
12,グレード,グレード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0229m,mj_guredo,tbba001g.no_siteruib と tbv0229m.no_siteruib を結合し、tbv0229m.mj_guredo を設定。,受注車両のグレード名称。
13,品名カナ,品名カナ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf007m,kn_hinmei,受注情報 tbba001g から仕様情報 tbbf008m を経由し、車名・仕様区分・仕様コード・品名Noで tbbf007m を参照して tbbf007m.kn_hinmei を設定。,仕様・品名情報のカナ名称。
14,法人個人区分,法人個人区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba051g,kb_seibetu,tbba051g.kb_seibetu が '1' の場合は '男'、'2' の場合は '女'、'3' の場合は '法人'、それ以外はNULLを設定。,tbba051g は注文番号・注文枝番で結合し、kb_kokyaku = '2' の顧客情報を参照。
15,年齢別,年齢別,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba051g,nu_nenrei,nu_nenrei >= 60 は '60歳以上'、>=50 は '50歳代'、>=40 は '40歳代'、>=30 は '30歳代'、それ以外は '29歳以下' を設定。,nu_nenrei がNULLの場合もELSEにより '29歳以下' になる点に注意。
16,商談動機,商談動機,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba056g / ai21rep_ve_dx.tbbg068m（CTE tbbg068m_1）,mj_jucyuke1 / cd_kotaem1〜cd_kotaem20 / cd_kotaem,tbbg068m CTEで cd_kotaem1〜cd_kotaem20 を searchKey '01'〜'20' の縦持ちに変換し、tbba056g.mj_jucyuke1 = searchKey かつ cd_mondai = '101' の cd_kotaem を設定。,"商談動機の回答コード。CTEは cd_mondai IN ('101','104','111') かつ kn_sincyu = '1' を対象。"
17,購入形態,購入形態,STRING,有,なし,なし,なし,"ai21rep_ve_dx.tbbf001m / ai21rep_ve_dx.tbba056g / ai21rep_ve_dx.tbbg068m（CTE tbbg068m_2, tbbg068m_3）",kb_syasikib / mj_jucyuk11 / mj_jucyuke4 / cd_kotaem1〜cd_kotaem20 / cd_kotaem,tbbf001m.kb_syasikib = '6' の場合は tbba056g.mj_jucyuk11 に紐づく cd_mondai = '111' の cd_kotaem、それ以外は tbba056g.mj_jucyuke4 に紐づく cd_mondai = '104' の cd_kotaem を設定。,購入形態の回答コード。vbi016007では空白をNULL化していたが、本SQLでは TRIM 空白NULL化は明示されていない。
18,下取有無,下取有無,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba003g（tbba003g_group）,sitasu,"tbba003g を注文単位で集約し、NVL(tbba003g_group.sitasu, 0) = 0 の場合は '無'、それ以外は '有' を設定。",tbba003g_group は kb_sincyu = '1' を対象に、注文番号・注文枝番単位で COUNT(1) AS sitasu、MAX(su_syndotor)、MAX(cd_sitadosy) を作成。
19,メーカー区分,メーカー区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,cd_maker / cd_syamei,"tbv0232m.cd_maker = '01' かつ LEFT(tbv0232m.cd_syamei, 1) <> 'L' の場合は 'トヨタ'、tbv0232m.cd_syamei がNULLでない場合は '他メーカー'、それ以外はNULLを設定。",下取車のメーカー大分類。レクサスコードとみられる cd_syamei 先頭 'L' はトヨタ扱いから除外。
20,下取車名,下取車名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,kj_syamei,tbba003g_group.cd_sitadosy と tbv0232m.cd_syamei を結合し、tbv0232m.kj_syamei を設定。,下取車の車名名称。
21,車種分類,車種分類,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,mj_sysyubur,tbv0232m.mj_sysyubur をそのまま設定。,下取車の車種分類。
22,下取車年式,下取車年式,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba003g（tbba003g_group）,su_syndotor,su_syndotor の先頭4桁を西暦年として取得。JST現在年の9年以上前は境界年を 'Hxx～' または 'Rxx～' 形式で表示、2019年以降は 'Rxx'、1989年以降は 'Hxx'、それ以外はNULLを設定。,年式表示は実行時点の JST 現在年に依存する動的ロジック。
23,下取車メーカー,下取車メーカー,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0232m,cd_maker / cd_syamei / kj_syamei / cd_hansya,cd_maker = '01' かつ cd_syamei 先頭が 'L' 以外の場合は、kj_syamei の接頭語で 'クラウン'、'プリウス'、'カローラ'、'シエンタ'、'アイシス・ガイア'、'エスティマ'、'ハリアー'、該当なしは 'その他　トヨタ車' に分類。tbv0232m.cd_hansya がNULLでない他メーカーの場合は、'ホンダ系'、'レクサス'、'スバル系'、'ニッサン系'、'輸入車'、該当なしは 'その他メーカー' に分類。それ以外はNULL。,"下取車名・車名コードを用いた下取車メーカー/代表車種の詳細分類。SQLでは cd_maker = ""01"" と二重引用符が使われているため、実行エンジンによっては文字列リテラルとして解釈されるか確認が必要。"
