No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
20,表示可否9,表示可否9,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, kb_tenji","CTE bsで、mj_cyohyoid = '016' AND kb_tenji = 0 の場合は '×'、該当がない場合はNULLとして店舗単位にmax集約。最終SELECTで NVL(bs.`表示可否9`, '○') を設定",帳票ID '016' に対応する表示可否。非表示設定がある場合は '×'、それ以外は既定で '○'。
21,表示可否10,表示可否10,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, kb_tenji","CTE bsで、mj_cyohyoid = '017' AND kb_tenji = 0 の場合は '×'、該当がない場合はNULLとして店舗単位にmax集約。最終SELECTで NVL(bs.`表示可否10`, '○') を設定",帳票ID '017' に対応する表示可否。非表示設定がある場合は '×'、それ以外は既定で '○'。
22,表示可否11,表示可否11,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, kb_tenji","CTE bsで、mj_cyohyoid = '019' AND kb_tenji = 0 の場合は '×'、該当がない場合はNULLとして店舗単位にmax集約。最終SELECTで NVL(bs.`表示可否11`, '○') を設定",帳票ID '019' に対応する表示可否。非表示設定がある場合は '×'、それ以外は既定で '○'。
23,表示順1,表示順1,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '000' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順1` をそのまま設定,帳票ID '000' に対応する表示順。該当設定がない場合はNULL。
24,表示順2,表示順2,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '001' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順2` をそのまま設定,帳票ID '001' に対応する表示順。該当設定がない場合はNULL。
25,表示順3,表示順3,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '022' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順3` をそのまま設定,帳票ID '022' に対応する表示順。該当設定がない場合はNULL。
26,表示順4,表示順4,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '002' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順4` をそのまま設定,帳票ID '002' に対応する表示順。該当設定がない場合はNULL。
27,表示順5,表示順5,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '013' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順5` をそのまま設定,帳票ID '013' に対応する表示順。該当設定がない場合はNULL。
28,表示順6,表示順6,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '011' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順6` をそのまま設定,帳票ID '011' に対応する表示順。該当設定がない場合はNULL。
29,表示順7,表示順7,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '003' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順7` をそのまま設定,帳票ID '003' に対応する表示順。該当設定がない場合はNULL。
30,表示順8,表示順8,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '012' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順8` をそのまま設定,帳票ID '012' に対応する表示順。該当設定がない場合はNULL。
31,表示順9,表示順9,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '016' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順9` をそのまま設定,帳票ID '016' に対応する表示順。該当設定がない場合はNULL。
32,表示順10,表示順10,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '017' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順10` をそのまま設定,帳票ID '017' に対応する表示順。該当設定がない場合はNULL。
33,表示順11,表示順11,STRING,有,なし,なし,なし,dx_ve.tbi999003m（CTE: bs）,"mj_cyohyoid, mj_sortjyun",CTE bsで、mj_cyohyoid = '019' の場合に mj_sortjyun を設定し、店舗単位に max 集約。最終SELECTで bs.`表示順11` をそのまま設定,帳票ID '019' に対応する表示順。該当設定がない場合はNULL。
