No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
13,当年借方金額０９,当年借方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar09,`SUM(tbg7005m_3.ki_toykar09)`,店舗単位で集計した当年月別借方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
14,当年借方金額１０,当年借方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar10,`SUM(tbg7005m_3.ki_toykar10)`,店舗単位で集計した当年月別借方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
15,当年借方金額１１,当年借方金額１１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar11,`SUM(tbg7005m_3.ki_toykar11)`,店舗単位で集計した当年月別借方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
16,当年借方金額１２,当年借方金額１２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykar12,`SUM(tbg7005m_3.ki_toykar12)`,店舗単位で集計した当年月別借方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
17,当年貸方金額０１,当年貸方金額０１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas01,`SUM(tbg7005m_3.ki_toykas01)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
18,当年貸方金額０２,当年貸方金額０２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas02,`SUM(tbg7005m_3.ki_toykas02)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
19,当年貸方金額０３,当年貸方金額０３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas03,`SUM(tbg7005m_3.ki_toykas03)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
20,当年貸方金額０４,当年貸方金額０４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas04,`SUM(tbg7005m_3.ki_toykas04)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
21,当年貸方金額０５,当年貸方金額０５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas05,`SUM(tbg7005m_3.ki_toykas05)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
22,当年貸方金額０６,当年貸方金額０６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas06,`SUM(tbg7005m_3.ki_toykas06)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
23,当年貸方金額０７,当年貸方金額０７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas07,`SUM(tbg7005m_3.ki_toykas07)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
24,当年貸方金額０８,当年貸方金額０８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas08,`SUM(tbg7005m_3.ki_toykas08)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
25,当年貸方金額０９,当年貸方金額０９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas09,`SUM(tbg7005m_3.ki_toykas09)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
26,当年貸方金額１０,当年貸方金額１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas10,`SUM(tbg7005m_3.ki_toykas10)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
27,当年貸方金額１１,当年貸方金額１１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas11,`SUM(tbg7005m_3.ki_toykas11)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
28,当年貸方金額１２,当年貸方金額１２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbg7005m,ki_toykas12,`SUM(tbg7005m_3.ki_toykas12)`,店舗単位で集計した当年月別貸方金額。DDL上はSTRINGだが、SQL上はSUM集計で数値として扱われる。
