No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
17,su_user_w5,第5週ユーザー数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_USER_W5,SUM(SU_USER_W5) を設定,第5週のユーザー数。
18,su_monyote,月予定数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_MONYOTE,SUM(SU_MONYOTE) を設定,月単位の予定数。
19,su_uslim_monjucyu,USLIM月受注数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_USLIM_MONJUCYU,SUM(SU_USLIM_MONJUCYU) を設定,USLIM側の月受注数。
20,su_uslim_monsiirelt,USLIM月仕入関連件数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_USLIM_MONSIIRELT,SUM(SU_USLIM_MONSIIRELT) を設定,USLIM側の月仕入関連件数。
21,nu_uslim_monsiirelt,USLIM月仕入関連数値,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,NU_USLIM_MONSIIRELT,SUM(NU_USLIM_MONSIIRELT) を設定,USLIM側の月仕入関連数値。nu_系の業務単位はDDL/SQLのみでは断定不可。
22,su_monjucyu,月受注数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_MONJUCYU,SUM(SU_MONJUCYU) を設定,月受注数。詳細一時テーブル側で作成済みの値を集計。
23,su_monsiirelt,月仕入関連件数,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,SU_MONSIIRELT,SUM(SU_MONSIIRELT) を設定,月仕入関連件数。詳細一時テーブル側で作成済みの値を集計。
24,nu_monsiirelt,月仕入関連数値,BIGINT,有,なし,なし,なし,uslim_ve.DM_TENPO_KPI_DETAIL_TMP,NU_MONSIIRELT,SUM(NU_MONSIIRELT) を設定,月仕入関連数値。nu_系の業務単位はDDL/SQLのみでは断定不可。
25,row_type,行区分,STRING,有,なし,なし,なし,集計ロジック,GROUPING(CD_TENPO); GROUPING(CD_CHIIKI),GROUPING(CD_TENPO)=0ならDETAIL、GROUPING(CD_CHIIKI)=0ならAREA_TOTAL、それ以外はNATIONAL_TOTAL,DETAIL=店舗別明細、AREA_TOTAL=地域合計、NATIONAL_TOTAL=全国合計。
26,mart_created_at,マート作成日時,STRING,無,なし,なし,CURRENT_TIMESTAMP,システム日時,NOW(),INSERT時にNOW()を設定。DDL上はDEFAULT CURRENT_TIMESTAMPだが、SQLでは明示的にNOW()を投入,データマートへの登録日時。Impala向けにTIMESTAMPはSTRINGとして扱う前提。
