No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
18,kb_kudohoho,駆動方式区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC002G,KB_KUDOHOHO,"NVL(T2.KB_KUDOHOHO, '') によりNULLを空文字へ変換",駆動方式を表す区分
19,nu_josya1,乗車定員1,STRING,有,なし,なし,なし,${ai21Db}.TBBC002G,NU_JOSYA1,"NVL(RTRIM(T2.NU_JOSYA1), '') により右側空白を除去し、NULLを空文字へ変換",乗車定員を表す項目
20,cd_siyoreki,使用歴コード,STRING,有,なし,なし,なし,${ai21Db}.TBBC001G,CD_SIYOREKI,"NVL(RTRIM(T1.CD_SIYOREKI), '') により右側空白を除去し、NULLを空文字へ変換",使用歴を表すコード
21,kb_arumiumu,アルミ有無区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC001G,KB_ARUMIUMU,"NVL(T1.KB_ARUMIUMU, '') によりNULLを空文字へ変換",アルミ装備有無を表す区分
22,kb_kanabumu,カーナビ有無区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC002G,KB_KANABUMU,"NVL(T2.KB_KANABUMU, '') によりNULLを空文字へ変換",カーナビ装備有無を表す区分
23,kb_sanrufuu,サンルーフ有無区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC001G,KB_SANRUFUU,"NVL(T1.KB_SANRUFUU, '') によりNULLを空文字へ変換",サンルーフ有無を表す区分
24,kb_seatszai,シート素材区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC002G,KB_SEATSZAI,"NVL(T2.KB_SEATSZAI, '') によりNULLを空文字へ変換",シート素材を表す区分
25,kb_airconum,エアコン有無区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC001G,KB_AIRCONUM,"NVL(T1.KB_AIRCONUM, '') によりNULLを空文字へ変換",エアコン有無を表す区分
26,kb_sobi1um,装備1有無区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC002G,KB_SOBI1UM,"NVL(T2.KB_SOBI1UM, '') によりNULLを空文字へ変換",装備1の有無を表す区分。正式名称はSQL内にコメントなし
27,kb_ninucar,任意項目区分,STRING,有,なし,なし,なし,${ai21Db}.TBBC001G,KB_NINUCAR,"NVL(RTRIM(T1.KB_NINUCAR), '') により右側空白を除去し、NULLを空文字へ変換",正式名称はSQL内にコメントなし。カラム名からの整理
28,mart_created_at,Mart作成日時,STRING,無,なし,なし,CURRENT_TIMESTAMP,なし（SQL関数）,CURRENT_TIMESTAMP,SQL実行時に CURRENT_TIMESTAMP を設定,DDL上はTIMESTAMP想定。Impala向けルールによりSTRINGとして整理
