No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
11,受注計上日,受注計上日,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,受注計上日,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
12,tbba008g.在庫状態区分,在庫状態区分,STRING,有,なし,なし,なし,tbba008g,在庫状態区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba008g.在庫状態区分 をSTRING型で保持すると推定。,在庫状態・仮納期・完成予定日・配車予定日などの在庫/納期系項目。元テーブルはカラム名接頭辞からの推定。
13,tbba008g.仮納期,仮納期,STRING,有,なし,なし,なし,tbba008g,仮納期,DDL上は変換ロジック未記載。カラム名接頭辞より tbba008g.仮納期 をSTRING型で保持すると推定。,在庫状態・仮納期・完成予定日・配車予定日などの在庫/納期系項目。元テーブルはカラム名接頭辞からの推定。
14,tbba008g.完成予定日,完成予定日,STRING,有,なし,なし,なし,tbba008g,完成予定日,DDL上は変換ロジック未記載。カラム名接頭辞より tbba008g.完成予定日 をSTRING型で保持すると推定。,在庫状態・仮納期・完成予定日・配車予定日などの在庫/納期系項目。元テーブルはカラム名接頭辞からの推定。
15,tbba008g.配車予定日,配車予定日,STRING,有,なし,なし,なし,tbba008g,配車予定日,DDL上は変換ロジック未記載。カラム名接頭辞より tbba008g.配車予定日 をSTRING型で保持すると推定。,在庫状態・仮納期・完成予定日・配車予定日などの在庫/納期系項目。元テーブルはカラム名接頭辞からの推定。
16,tbba008g.オーダー受理日,オーダー受理日,STRING,有,なし,なし,なし,tbba008g,オーダー受理日,DDL上は変換ロジック未記載。カラム名接頭辞より tbba008g.オーダー受理日 をSTRING型で保持すると推定。,在庫状態・仮納期・完成予定日・配車予定日などの在庫/納期系項目。元テーブルはカラム名接頭辞からの推定。
17,tbba035g.仮納期加算日数,仮納期加算日数,STRING,有,なし,なし,なし,tbba035g,仮納期加算日数,DDL上は変換ロジック未記載。カラム名接頭辞より tbba035g.仮納期加算日数 をSTRING型で保持すると推定。,仮納期・完成予定日・確定納期の加算日数に関する項目。元テーブルはカラム名接頭辞からの推定。
18,tbba035g.完成予定日加算日数,完成予定日加算日数,STRING,有,なし,なし,なし,tbba035g,完成予定日加算日数,DDL上は変換ロジック未記載。カラム名接頭辞より tbba035g.完成予定日加算日数 をSTRING型で保持すると推定。,仮納期・完成予定日・確定納期の加算日数に関する項目。元テーブルはカラム名接頭辞からの推定。
19,tbba035g.確定納期加算日数,確定納期加算日数,STRING,有,なし,なし,なし,tbba035g,確定納期加算日数,DDL上は変換ロジック未記載。カラム名接頭辞より tbba035g.確定納期加算日数 をSTRING型で保持すると推定。,仮納期・完成予定日・確定納期の加算日数に関する項目。元テーブルはカラム名接頭辞からの推定。
20,tbz0002c.ジョブ日付,ジョブ日付,STRING,有,なし,なし,なし,tbz0002c,ジョブ日付,DDL上は変換ロジック未記載。カラム名接頭辞より tbz0002c.ジョブ日付 をSTRING型で保持すると推定。,ジョブ日付などバッチ/処理日付系の項目。元テーブルはカラム名接頭辞からの推定。
21,前月1日,前月1日,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,前月1日,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
22,振当日,振当日,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,振当日,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
23,振当予定,振当予定,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,振当予定,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
24,販売店名,販売店名,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,販売店名,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
25,社員名,社員名,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,社員名,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
26,車名,車名,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,車名,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
27,車台番号,車台番号,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,車台番号,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
28,登録日,登録日,STRING,有,なし,なし,なし,不明（DDL上の出力カラム）,登録日,DDL上は変換ロジック未記載。出力カラムとしてSTRING型で定義。,DDL上は元テーブル・加工条件が未記載のため、出力項目として定義されていることのみ確認可能。
29,tbba001g.ＰＡＬ管理ＮＯ,ＰＡＬ管理ＮＯ,STRING,有,なし,なし,なし,tbba001g,ＰＡＬ管理ＮＯ,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.ＰＡＬ管理ＮＯ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
30,tbba001g.管理ＮＯ,管理ＮＯ,STRING,有,なし,なし,なし,tbba001g,管理ＮＯ,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.管理ＮＯ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
31,tbba001g.予約ＮＯ,予約ＮＯ,STRING,有,なし,なし,なし,tbba001g,予約ＮＯ,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.予約ＮＯ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
32,tbba001g.受注台数,受注台数,STRING,有,なし,なし,なし,tbba001g,受注台数,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.受注台数 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
33,tbba001g.ゾーンコード,ゾーンコード,STRING,有,なし,なし,なし,tbba001g,ゾーンコード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.ゾーンコード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
34,tbba001g.店舗コード,店舗コード,STRING,有,なし,なし,なし,tbba001g,店舗コード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.店舗コード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
35,tbba001g.課コード,課コード,STRING,有,なし,なし,なし,tbba001g,課コード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.課コード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
36,tbba001g.係コード,係コード,STRING,有,なし,なし,なし,tbba001g,係コード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.係コード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
37,tbba001g.予約区分,予約区分,STRING,有,なし,なし,なし,tbba001g,予約区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.予約区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
38,tbba001g.販売スタッフコード,販売スタッフコード,STRING,有,なし,なし,なし,tbba001g,販売スタッフコード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.販売スタッフコード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
39,tbba001g.販売店型式,販売店型式,STRING,有,なし,なし,なし,tbba001g,販売店型式,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.販売店型式 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
40,tbba001g.新旧世代,新旧世代,STRING,有,なし,なし,なし,tbba001g,新旧世代,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.新旧世代 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
41,tbba001g.車台番号,車台番号,STRING,有,なし,なし,なし,tbba001g,車台番号,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.車台番号 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
42,tbba001g.指定類別番号,指定類別番号,STRING,有,なし,なし,なし,tbba001g,指定類別番号,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.指定類別番号 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
43,tbba001g.外鈑色,外鈑色,STRING,有,なし,なし,なし,tbba001g,外鈑色,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.外鈑色 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
44,tbba001g.色パディング,色パディング,STRING,有,なし,なし,なし,tbba001g,色パディング,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.色パディング をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
45,tbba001g.内張コード,内張コード,STRING,有,なし,なし,なし,tbba001g,内張コード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.内張コード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
46,tbba001g.タイヤコード,タイヤコード,STRING,有,なし,なし,なし,tbba001g,タイヤコード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.タイヤコード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
47,tbba001g.タイヤコメント,タイヤコメント,STRING,有,なし,なし,なし,tbba001g,タイヤコメント,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.タイヤコメント をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
48,tbba001g.メーカーＯＰＴ１,メーカーＯＰＴ１,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
49,tbba001g.メーカーＯＰＴ２,メーカーＯＰＴ２,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ２,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ２ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
50,tbba001g.メーカーＯＰＴ３,メーカーＯＰＴ３,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ３,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ３ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
51,tbba001g.メーカーＯＰＴ４,メーカーＯＰＴ４,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ４,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ４ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
52,tbba001g.メーカーＯＰＴ５,メーカーＯＰＴ５,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ５,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ５ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
53,tbba001g.メーカーＯＰＴ６,メーカーＯＰＴ６,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ６,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ６ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
54,tbba001g.メーカーＯＰＴ７,メーカーＯＰＴ７,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ７,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ７ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
55,tbba001g.メーカーＯＰＴ８,メーカーＯＰＴ８,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ８,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ８ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
56,tbba001g.メーカーＯＰＴ９,メーカーＯＰＴ９,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ９,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ９ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
57,tbba001g.メーカーＯＰＴ１０,メーカーＯＰＴ１０,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１０,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１０ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
58,tbba001g.メーカーＯＰＴ１１,メーカーＯＰＴ１１,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１１,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１１ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
59,tbba001g.メーカーＯＰＴ１２,メーカーＯＰＴ１２,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１２,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１２ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
60,tbba001g.メーカーＯＰＴ１３,メーカーＯＰＴ１３,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１３,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１３ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
61,tbba001g.メーカーＯＰＴ１４,メーカーＯＰＴ１４,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１４,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１４ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
62,tbba001g.メーカーＯＰＴ１５,メーカーＯＰＴ１５,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１５,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１５ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
63,tbba001g.メーカーＯＰＴ１６,メーカーＯＰＴ１６,STRING,有,なし,なし,なし,tbba001g,メーカーＯＰＴ１６,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.メーカーＯＰＴ１６ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
64,tbba001g.払出区分,払出区分,STRING,有,なし,なし,なし,tbba001g,払出区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.払出区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
65,tbba001g.用途区分,用途区分,STRING,有,なし,なし,なし,tbba001g,用途区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.用途区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
66,tbba001g.登録区分,登録区分,STRING,有,なし,なし,なし,tbba001g,登録区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.登録区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
67,tbba001g.減免区分,減免区分,STRING,有,なし,なし,なし,tbba001g,減免区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.減免区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
68,tbba001g.受注進捗区分,受注進捗区分,STRING,有,なし,なし,なし,tbba001g,受注進捗区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.受注進捗区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
69,tbba001g.登録可否区分,登録可否区分,STRING,有,なし,なし,なし,tbba001g,登録可否区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.登録可否区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
70,tbba001g.自賠営業用区分,自賠営業用区分,STRING,有,なし,なし,なし,tbba001g,自賠営業用区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.自賠営業用区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
71,tbba001g.抽選希望ＮＯ,抽選希望ＮＯ,STRING,有,なし,なし,なし,tbba001g,抽選希望ＮＯ,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.抽選希望ＮＯ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
72,tbba001g.一般希望ＮＯ,一般希望ＮＯ,STRING,有,なし,なし,なし,tbba001g,一般希望ＮＯ,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.一般希望ＮＯ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
73,tbba001g.字光式,字光式,STRING,有,なし,なし,なし,tbba001g,字光式,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.字光式 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
74,tbba001g.納車場所,納車場所,STRING,有,なし,なし,なし,tbba001g,納車場所,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.納車場所 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
75,tbba001g.車両手配依頼,車両手配依頼,STRING,有,なし,なし,なし,tbba001g,車両手配依頼,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.車両手配依頼 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
76,tbba001g.車両手配依頼日,車両手配依頼日,STRING,有,なし,なし,なし,tbba001g,車両手配依頼日,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.車両手配依頼日 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
77,tbba001g.買主業者コード,買主業者コード,STRING,有,なし,なし,なし,tbba001g,買主業者コード,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.買主業者コード をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
78,tbba001g.業者名寄せ区分,業者名寄せ区分,STRING,有,なし,なし,なし,tbba001g,業者名寄せ区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.業者名寄せ区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
79,tbba001g.買主名漢字１,買主名漢字１,STRING,有,なし,なし,なし,tbba001g,買主名漢字１,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.買主名漢字１ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
80,tbba001g.買主名漢字２,買主名漢字２,STRING,有,なし,なし,なし,tbba001g,買主名漢字２,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.買主名漢字２ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
81,tbba001g.名義人名漢字１,名義人名漢字１,STRING,有,なし,なし,なし,tbba001g,名義人名漢字１,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.名義人名漢字１ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
82,tbba001g.名義人名漢字２,名義人名漢字２,STRING,有,なし,なし,なし,tbba001g,名義人名漢字２,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.名義人名漢字２ をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
83,tbba001g.買主名義人関係,買主名義人関係,STRING,有,なし,なし,なし,tbba001g,買主名義人関係,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.買主名義人関係 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
84,tbba001g.使用本拠地,使用本拠地,STRING,有,なし,なし,なし,tbba001g,使用本拠地,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.使用本拠地 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
85,tbba001g.使用本拠地小字,使用本拠地小字,STRING,有,なし,なし,なし,tbba001g,使用本拠地小字,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.使用本拠地小字 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
86,tbba001g.使用本拠地名,使用本拠地名,STRING,有,なし,なし,なし,tbba001g,使用本拠地名,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.使用本拠地名 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
87,tbba001g.所有権留保区分,所有権留保区分,STRING,有,なし,なし,なし,tbba001g,所有権留保区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.所有権留保区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
88,tbba001g.多降雪控除区分,多降雪控除区分,STRING,有,なし,なし,なし,tbba001g,多降雪控除区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.多降雪控除区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
89,tbba001g.離島自賠責区分,離島自賠責区分,STRING,有,なし,なし,なし,tbba001g,離島自賠責区分,DDL上は変換ロジック未記載。カラム名接頭辞より tbba001g.離島自賠責区分 をSTRING型で保持すると推定。,注文・受注・振当・登録・納車・売上・配送などの車両注文詳細系項目。元テーブルはカラム名接頭辞からの推定。
